edgeId,sourceContract,sourceSemanticUnit,sourceLocation,referenceKind,requiredness,targetContract,targetSemanticUnit,targetLocation,targetSemanticKind,targetLifecycleAvailability,resolutionStatus,reason,occurrenceCount
E03-377,C10,c10.failure.377,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-378,C10,c10.failure.378,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-379,C10,c10.failure.379,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-380,C10,c10.failure.380,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-381,C10,c10.failure.381,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-382,C10,c10.failure.382,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-383,C10,c10.failure.383,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-384,C10,c10.failure.384,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-385,C10,c10.failure.385,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-386,C10,c10.failure.386,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-387,C10,c10.failure.387,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-388,C10,c10.failure.388,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-389,C10,c10.failure.389,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-390,C10,c10.failure.390,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-391,C10,c10.failure.391,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-392,C10,c10.failure.392,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-393,C10,c10.failure.393,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-394,C10,c10.failure.394,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-395,C10,c10.failure.395,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-400,C10,c10.failure.400,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-401,C10,c10.failure.401,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-402,C10,c10.failure.402,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-403,C10,c10.failure.403,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-404,C10,c10.failure.404,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-405,C10,c10.failure.405,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-406,C10,c10.failure.406,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-407,C10,c10.failure.407,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-410,C10,c10.failure.410,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-411,C10,c10.failure.411,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-412,C10,c10.failure.412,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-413,C10,c10.failure.413,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-414,C10,c10.failure.414,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-415,C10,c10.failure.415,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-416,C10,c10.failure.416,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-417,C10,c10.failure.417,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-418,C10,c10.failure.418,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-419,C10,c10.failure.419,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-420,C10,c10.failure.420,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-421,C10,c10.failure.421,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-422,C10,c10.failure.422,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-423,C10,c10.failure.423,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-430,C10,c10.failure.430,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-431,C10,c10.failure.431,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-432,C10,c10.failure.432,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-433,C10,c10.failure.433,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-434,C10,c10.failure.434,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-435,C10,c10.failure.435,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-436,C10,c10.failure.436,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-437,C10,c10.failure.437,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-438,C10,c10.failure.438,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-439,C10,c10.failure.439,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-440,C10,c10.failure.440,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-441,C10,c10.failure.441,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-450,C10,c10.failure.450,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-451,C10,c10.failure.451,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-452,C10,c10.failure.452,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-453,C10,c10.failure.453,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-454,C10,c10.failure.454,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-455,C10,c10.failure.455,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-456,C10,c10.failure.456,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-457,C10,c10.failure.457,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-458,C10,c10.failure.458,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-459,C10,c10.failure.459,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-460,C10,c10.failure.460,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-461,C10,c10.failure.461,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-462,C10,c10.failure.462,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-463,C10,c10.failure.463,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-464,C10,c10.failure.464,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-465,C10,c10.failure.465,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-466,C10,c10.failure.466,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-467,C10,c10.failure.467,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-468,C10,c10.failure.468,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-469,C10,c10.failure.469,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-500,C10,c10.failure.500,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-501,C10,c10.failure.501,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-502,C10,c10.failure.502,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-503,C10,c10.failure.503,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-504,C10,c10.failure.504,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-505,C10,c10.failure.505,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-506,C10,c10.failure.506,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-507,C10,c10.failure.507,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-508,C10,c10.failure.508,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-509,C10,c10.failure.509,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-510,C10,c10.failure.510,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-511,C10,c10.failure.511,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-512,C10,c10.failure.512,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-513,C10,c10.failure.513,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-514,C10,c10.failure.514,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-515,C10,c10.failure.515,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-516,C10,c10.failure.516,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-517,C10,c10.failure.517,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-518,C10,c10.failure.518,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-519,C10,c10.failure.519,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-520,C10,c10.failure.520,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-521,C10,c10.failure.521,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-530,C10,c10.failure.530,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-531,C10,c10.failure.531,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-532,C10,c10.failure.532,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-533,C10,c10.failure.533,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-534,C10,c10.failure.534,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-535,C10,c10.failure.535,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-536,C10,c10.failure.536,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-537,C10,c10.failure.537,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-538,C10,c10.failure.538,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-539,C10,c10.failure.539,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-540,C10,c10.failure.540,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-541,C10,c10.failure.541,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-542,C10,c10.failure.542,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-600,C10,c10.failure.600,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-601,C10,c10.failure.601,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-602,C10,c10.failure.602,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-603,C10,c10.failure.603,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-604,C10,c10.failure.604,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-605,C10,c10.failure.605,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-606,C10,c10.failure.606,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-607,C10,c10.failure.607,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-608,C10,c10.failure.608,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-609,C10,c10.failure.609,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-610,C10,c10.failure.610,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-611,C10,c10.failure.611,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-612,C10,c10.failure.612,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-613,C10,c10.failure.613,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-614,C10,c10.failure.614,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-615,C10,c10.failure.615,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-616,C10,c10.failure.616,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-617,C10,c10.failure.617,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-618,C10,c10.failure.618,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-619,C10,c10.failure.619,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-620,C10,c10.failure.620,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-621,C10,c10.failure.621,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-622,C10,c10.failure.622,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-623,C10,c10.failure.623,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-624,C10,c10.failure.624,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-625,C10,c10.failure.625,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-626,C10,c10.failure.626,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-627,C10,c10.failure.627,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
E03-628,C10,c10.failure.628,sec11-failure-registry,failure-to-disposition citation,required,C10,c10.disposition.004,sec-disposition-registry,disposition (1 of 6 closed values),runtime,RESOLVED,Actual disposition cell value read literally,1
